Country Name,Country Code,Year,Access to electricity (% of population),Adjusted net national income (current US$),"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),Exports of goods and services (% of GDP),GDP per capita (current US$),"Life expectancy at birth, total (years)",Population growth (annual %),"Population, total","Suicide mortality rate (per 100,000 population)",Standard Country Name,Continent
Cyprus,CYP,1971,,643039005.071284,22.963,9.24,940.295084473664,61.593278114412556,25816.273285748975,69.33,1.01484087217212,654050.0,,Cyprus,Asia
Cyprus,CYP,1972,,1939196630.3283093,22.979,9.341,1077.053170424,53.34532351564834,3933.3123474141203,69.811,1.06653443118851,661063.0,,Cyprus,Asia
Cyprus,CYP,1973,,615310692.549992,18.789,9.515,1162.27210682092,75.5342303921653,26574.87387057945,70.163,0.734592602532256,665937.0,,Cyprus,Asia
Cyprus,CYP,1974,,715116364.6293885,18.343,17.101,1010.17106568524,54.025835331139454,1452.5601931690087,55.23,-0.403704756337496,663254.0,,Cyprus,Asia
Cyprus,CYP,1975,,728633046.1567783,17.201,9.44,1014.5509967319,35.4863899892191,976.329833984375,70.518,-0.582011064829153,659405.0,,Cyprus,Asia
Cyprus,CYP,1976,,510045664.736604,19.278,9.182,1131.36525122653,49.7454347224024,1157.41149902344,71.04,0.397597987754961,662032.0,,Cyprus,Asia
Cyprus,CYP,1977,,663430097.868602,17.53,9.114,1214.20894287372,47.8137575488377,1476.24792480469,71.302,0.762756560265249,667101.0,,Cyprus,Asia
Cyprus,CYP,1978,,866461757.658798,17.727,8.906,1286.72560316192,42.3297095261349,1929.40002441406,71.767,0.768734886605108,672249.0,,Cyprus,Asia
Cyprus,CYP,1979,,1151661597.19108,18.469,8.948,1363.73900633017,44.6808463184612,2559.2275390625,71.895,0.785306725576601,677549.0,,Cyprus,Asia
Cyprus,CYP,1980,,1915293738.14416,20.013,9.03,1420.04696402743,45.2584531600292,4232.02294921875,71.95,0.812425231061799,683076.0,,Cyprus,Asia
Cyprus,CYP,1981,,1834905927.10747,18.728,9.15,1437.08819802204,50.2511433387436,4033.24047851563,71.941,0.847983424867763,688893.0,,Cyprus,Asia
Cyprus,CYP,1982,,1896187284.30084,21.373,9.275,1526.2090145399,50.9220421191704,4122.78466796875,71.981,1.09775245389537,696497.0,,Cyprus,Asia
Cyprus,CYP,1983,,1873529275.97612,21.458,9.121,1624.65976174485,50.4090764992285,4091.04858398438,72.311,1.52853754173004,707225.0,,Cyprus,Asia
Cyprus,CYP,1984,,1974332399.99977,21.345,9.218,1633.45539068082,54.658291072664,4258.74365234375,72.255,1.69769225562539,719334.0,,Cyprus,Asia
Cyprus,CYP,1985,,2100165441.54423,20.363,8.969,1699.76629922724,48.7383598713866,4488.287109375,72.647,1.64665370077492,731277.0,,Cyprus,Asia
Cyprus,CYP,1986,,2633435881.39257,20.306,9.069,1795.17026530571,45.0371659415786,5642.63134765625,72.651,1.60450327689436,743105.0,,Cyprus,Asia
Cyprus,CYP,1987,,3160854027.71951,19.553,8.797,1869.40651973741,47.286823260069,6690.578125,73.089,1.55955867726446,754785.0,,Cyprus,Asia
Cyprus,CYP,1988,,3651998427.18377,20.073,8.866,2009.82727231202,48.0785586125989,7645.6298828125,73.129,1.50559707194302,766235.0,,Cyprus,Asia
Cyprus,CYP,1989,,3906744312.85408,19.105,8.714,2217.59152067094,51.4599666796572,8038.9140625,73.48,1.44918336664067,777420.0,,Cyprus,Asia
Cyprus,CYP,1990,100,4789774153.88531,19.265,8.835,2363.16057187725,51.5005647205938,9641.5751953125,73.539,1.39626772860371,788351.0,,Cyprus,Asia
Cyprus,CYP,1991,100,4945480873.33659,18.649,8.881,2431.96018744743,47.0856508133278,9696.099609375,73.716,1.33474335456999,798944.0,,Cyprus,Asia
Cyprus,CYP,1992,100,5916851246.32858,19.579,8.715,2803.75792413317,49.4569602638771,11310.072265625,74.177,1.41642910298543,810341.0,,Cyprus,Asia
Cyprus,CYP,1993,100,5645510463.88436,17.812,8.508,2978.08564780626,47.4913742815193,10526.1416015625,74.65,1.91807881710741,826034.0,,Cyprus,Asia
Cyprus,CYP,1994,100,6353474805.60933,16.981,8.425,3030.78017727696,47.6894839198586,11617.6923828125,74.72,2.23065319444484,844667.0,,Cyprus,Asia
Cyprus,CYP,1995,100,8098643439.56489,15.763,8.078,2761.11487837532,66.7632937695315,15261.4169921875,75.133,2.11187434623439,862695.0,,Cyprus,Asia
Cyprus,CYP,1996,100,8138361419.95943,15.049,7.805,2794.53361960263,70.2076672511647,15139.220703125,75.522,2.01901883303889,880290.0,,Cyprus,Asia
Cyprus,CYP,1997,100,7695200349.33181,14.258,7.624,2846.58098327926,69.185609012311,14234.2412109375,75.841,1.94374848704265,897568.0,,Cyprus,Asia
Cyprus,CYP,1998,100,9164972027.32371,13.531,7.463,3078.02324208243,68.6974814727821,15092.828125,76.182,1.87410706426377,914548.0,,Cyprus,Asia
Cyprus,CYP,1999,100,8540952834.22345,12.872,7.509,3160.3227545386,66.9264639996054,15287.91796875,76.295,1.80806341864318,931234.0,,Cyprus,Asia
Cyprus,CYP,2000,100,7875030601.77178,12.655,7.458,3357.71953650386,69.9628239174311,14388.3525390625,76.568,1.74925863858297,947667.0,2,Cyprus,Asia
Cyprus,CYP,2001,100,8400382941.93566,12.182,7.316,3441.45532694344,68.2088550711651,14821.44921875,76.989,1.72198539478757,964127.0,2.1,Cyprus,Asia
Cyprus,CYP,2002,100,9446983022.98044,11.786,7.113,3686.41995435279,62.4053067776663,16093.2158203125,77.487,1.77978522540643,981440.0,2.2,Cyprus,Asia
Cyprus,CYP,2003,100,12223373125.9864,11.949,6.952,3894.59678468172,57.7621279453982,20252.24609375,77.788,1.83243139832695,999590.0,2.2,Cyprus,Asia
Cyprus,CYP,2004,100,14291333087.6144,12.111,6.916,3917.96635146752,56.8898030886863,23792.619140625,77.944,1.8127204878139,1017875.0,0.9,Cyprus,Asia
Cyprus,CYP,2005,100,15318341029.0139,11.882,6.889,4066.00968391673,55.6921064986712,24959.26171875,78.101,1.77957653069647,1036151.0,2.6,Cyprus,Asia
Cyprus,CYP,2006,100,16655492851.6356,12.243,6.796,4202.31824570521,53.4358108781673,26729.28125,78.371,1.74760698284514,1054418.0,3.5,Cyprus,Asia
Cyprus,CYP,2007,100,19741407530.5267,11.821,6.598,4340.39268621459,53.2589801292313,31244.87890625,78.81,1.72029297747734,1072714.0,3.1,Cyprus,Asia
Cyprus,CYP,2008,100,24198732793.126,12.167,6.599,4515.01614077025,50.081695822203,35397.296875,78.981,1.69266521990115,1091026.0,6.1,Cyprus,Asia
Cyprus,CYP,2009,100,22786681993.0657,12.286,6.443,4530.4952085461,48.7222504024133,32236.44921875,79.401,1.66746501269811,1109371.0,4.5,Cyprus,Asia
Cyprus,CYP,2010,100,22304095622.8597,12.045,6.412,4523.78756818488,50.3345258473469,31105.02734375,79.665,1.64898311615441,1127816.0,5.3,Cyprus,Asia
Cyprus,CYP,2011,100,24997589247.8315,11.507,6.354,4159.64162014072,53.4540885760578,32485.796875,79.999,1.6424698555703,1146493.0,4.3,Cyprus,Asia
Cyprus,CYP,2012,100,21724664919.3024,11.762,6.439,3929.991239037,55.2783809408715,28991.935546875,80.109,1.63540837414934,1165397.0,5.4,Cyprus,Asia
Cyprus,CYP,2013,100,20423865008.6999,11.088,6.399,3466.52363596434,61.2965904312478,27797.45703125,80.402,1.57480485967812,1183895.0,5.7,Cyprus,Asia
Cyprus,CYP,2014,100,19378425512.3966,11.163,6.317,3475.61701146862,65.9517048728868,27244.3515625,80.771,1.50114149056878,1201801.0,5.4,Cyprus,Asia
Cyprus,CYP,2015,100,17093866472.6943,11.208,6.358,,70.0173031293258,23487.228515625,80.966,1.46213136863434,1219502.0,4.7,Cyprus,Asia
Cyprus,CYP,2016,100,17567581860.9517,11.419,6.462,,70.4840522281272,24715.154296875,81.056,1.43370522557944,1237112.0,4.6,Cyprus,Asia
Cyprus,CYP,2017,100,19490485910.5367,10.994,6.453,,73.8364791392389,26696.990234375,81.328,1.377808546931,1254275.0,3.7,Cyprus,Asia
Cyprus,CYP,2018,100,21653877829.5415,10.843,6.612,,74.511134620546,29599.986328125,81.382,1.30393306995205,1270737.0,4.2,Cyprus,Asia
Cyprus,CYP,2019,100,21532497305.0165,10.794,6.769,,75.7588676037208,29703.052734375,81.397,1.24612155650882,1286671.0,3.6,Cyprus,Asia
Cyprus,CYP,2020,100,20059802171.2203,10.583,6.93,,79.647252717685,28649.015625,81.391,1.20329712567783,1302247.0,,Cyprus,Asia
Cyprus,CYP,2021,100,22227522576.099,10.313,7.257,,90.7571404656286,33734.29296875,81.203,1.1499785451605,1317309.0,,Cyprus,Asia
Cyprus,CYP,2022,100,25556135887.228497,10.023,6.971,,102.228352655371,33938.9453125,81.889,1.06174678712373,1331370.0,,Cyprus,Asia
Cyprus,CYP,2023,,23425002484.28582,18.0104,13.2434,,97.0188279262,36551.41796875,69.65894146341464,1.0167681770201,1344976.0,,Cyprus,Asia
Czechia,CZE,1960,,115436837773.87048,13.4,9.8,,50.167037397187165,14386.51927445601,70.3487804878049,1.2895754492078197,9602006.0,,Czechia,Europe
Czechia,CZE,1961,,116600389827.33223,13.7,9.9,,54.86964027220215,14168.838755366869,70.5126829268293,-0.160042500915763,9586651.0,,Czechia,Europe
Czechia,CZE,1962,,29706526283.4523,13.9,10.8,,41.9793389948327,4030.5735589449314,69.7868292682927,0.395694490537776,9624660.0,,Czechia,Europe
Czechia,CZE,1963,,19425970367.630074,15.4,10.4,,32.8785708970585,2095.668487776897,70.3043902439025,0.477058972393582,9670685.0,,Czechia,Europe
Czechia,CZE,1964,,6306796462.170226,15.9,10.5,,37.751483288997996,1808.155662653735,70.459512195122,0.58890323959932,9727804.0,,Czechia,Europe
Czechia,CZE,1965,,40943253736.12984,15.1,10.7,,50.249506539338924,5104.632544114643,70.1631707317073,0.528566072575263,9779358.0,,Czechia,Europe
Czechia,CZE,1966,,61577980742.18888,14.4,10.8,,47.5789120746623,7337.790314318814,70.3848780487805,0.425318535206866,9821040.0,,Czechia,Europe
Czechia,CZE,1967,,42880649445.9696,14.1,11.1,,47.71861022488872,5277.869788438385,70.2641463414634,0.323870353038585,9852899.0,,Czechia,Europe
Czechia,CZE,1968,,54184105313.47081,13.9,11.7,,51.67742247643798,6693.864557219718,69.8407317073171,0.237687869340698,9876346.0,,Czechia,Europe
Czechia,CZE,1969,,59009268126.60652,14.5,12.2,,42.14665367932936,7148.134517618033,69.3670731707317,0.204663761578724,9896580.0,,Czechia,Europe
Czechia,CZE,1970,,83552521643.59953,15.0,12.5,,47.79405595921414,8338.474807019868,69.440243902439,-0.38987323824066,9858071.0,,Czechia,Europe
Czechia,CZE,1971,,58499322365.32532,15.7,12.5,3424.20204308314,50.1807535506389,6774.804088635574,69.6770731707317,-0.317563701077064,9826815.0,,Czechia,Europe
Czechia,CZE,1972,,54896836778.013145,16.6,12.1,3595.79684366016,54.55557043240452,6797.040059978512,70.1765853658537,0.414503219518839,9867632.0,,Czechia,Europe
Czechia,CZE,1973,,111446237882.62532,18.3,12.5,3729.99474112063,51.32588546744495,13561.499461838486,70.0226829268293,0.552141691663197,9922266.0,,Czechia,Europe
Czechia,CZE,1974,,40596490539.3955,19.4,12.7,3860.35523597784,37.045408245761834,4776.690853290738,70.0865853658537,0.664900387723116,9988459.0,,Czechia,Europe
Czechia,CZE,1975,,137081118919.64754,19.1,12.4,4031.26870286381,36.382223760402795,16233.898450157629,70.4146341463415,0.699965181580971,10058620.0,,Czechia,Europe
Czechia,CZE,1976,,37473868271.33793,18.5,12.4,4173.44011256635,40.005333311991265,4075.6101909609692,70.5326829268293,0.667037110958035,10125939.0,,Czechia,Europe
Czechia,CZE,1977,,57847732526.383156,17.8,12.4,4292.92743371172,37.58747964405626,1892.6663379157126,70.5734146341463,0.59879976253946,10186755.0,,Czechia,Europe
Czechia,CZE,1978,,39448928373.02124,17.5,12.4,4499.95694241551,48.03192606249422,5072.648701185966,70.6439024390244,0.541813437966295,10242098.0,,Czechia,Europe
Czechia,CZE,1979,,42467583216.6474,16.7,12.4,4392.39236243727,35.3306488492279,5131.455055437306,70.749512195122,0.489354496250338,10292341.0,,Czechia,Europe
Czechia,CZE,1980,,116257711307.31035,14.9,13.2,4585.12374525594,45.8304041563073,9881.404703377408,70.2780487804878,0.115087337589653,10304193.0,,Czechia,Europe
Czechia,CZE,1981,,119579278791.918,14.0,12.7,4639.73377838223,45.636228717951504,13757.868273672222,70.7221951219512,-0.034962754636898,10300591.0,,Czechia,Europe
Czechia,CZE,1982,,33283733218.584633,13.7,12.7,4675.59995680005,26.98700513997136,3030.3890667200426,70.8078048780488,0.138100551275644,10314826.0,,Czechia,Europe
Czechia,CZE,1983,,50939056741.031815,13.3,13.0,4812.15545819314,28.5780985835936,7282.164352469098,70.5914634146341,0.087505593392119,10323856.0,,Czechia,Europe
Czechia,CZE,1984,,67428976698.52806,13.3,12.8,4959.82028637744,47.51663022797737,7998.82957999512,70.8375609756098,0.0615568796708922,10330213.0,,Czechia,Europe
Czechia,CZE,1985,,65427787812.36534,13.1,12.7,5141.6652107483,37.312379798025304,2651.372908225238,71.0463414634146,0.0668204351778328,10337118.0,,Czechia,Europe
Czechia,CZE,1986,,23201484865.8508,12.9,12.8,5259.31213847849,32.34457875366802,2399.218025594214,70.9973170731707,0.0494116240523893,10342227.0,,Czechia,Europe
Czechia,CZE,1987,,110157098733.674,12.7,12.3,5447.30528239298,34.61655163930394,12557.176581609057,71.4456097560976,0.049213263053871,10347318.0,,Czechia,Europe
Czechia,CZE,1988,,136293165979.34128,12.8,12.1,5504.92328741407,35.88621325784506,15391.434733754519,71.6414634146342,0.0768792586277848,10355276.0,,Czechia,Europe
Czechia,CZE,1989,,192285158731.53555,12.4,12.3,5576.93473298313,32.01303495011052,12085.794064079053,71.6756097560976,0.055917203835936,10361068.0,,Czechia,Europe
Czechia,CZE,1990,100,26214261615.72831,12.6,12.5,5600.40761204856,32.6915126475747,3969.36733543794,71.3839024390244,-0.267830773210837,10333355.0,,Czechia,Europe
Czechia,CZE,1991,100,41859120732.94558,12.5,12.1,5256.30208162561,38.1579113682169,2917.08655474323,71.8982926829268,-0.240064841789636,10308578.0,,Czechia,Europe
Czechia,CZE,1992,100,26910198358.544636,11.8,11.7,5077.66018488199,39.5789086824477,3396.70972430469,72.2717073170732,0.102241165106867,10319123.0,,Czechia,Europe
Czechia,CZE,1993,100,32443125735.8255,11.7,11.4,5032.40364942199,39.6576592858123,3984.1463439879,72.7678048780488,0.103947042476644,10329855.0,,Czechia,Europe
Czechia,CZE,1994,100,38012459900.0977,10.3,11.4,5186.96944245982,36.8371357206842,4663.28665345469,72.9726829268293,0.0361217655856125,10333587.0,,Czechia,Europe
Czechia,CZE,1995,100,47121584085.7109,9.3,11.4,5470.67066140434,39.9284395098007,5865.29460556726,73.0748780487805,-0.0613140627238111,10327253.0,,Czechia,Europe
Czechia,CZE,1996,100,52677362068.5698,8.8,10.9,5729.38625476613,37.8990370301148,6573.19643136362,73.7146341463415,-0.11638129923463,10315241.0,,Czechia,Europe
Czechia,CZE,1997,100,47897415330.0875,8.8,10.9,5660.06002835174,40.0180990636206,6069.38762357837,73.8248780487805,-0.107762749274352,10304131.0,,Czechia,Europe
Czechia,CZE,1998,100,51516926756.2364,8.8,10.6,5604.80954012449,41.8138083917812,6526.59635780951,74.5146341463415,-0.0947447516571582,10294373.0,,Czechia,Europe
Czechia,CZE,1999,100,49812125262.4227,8.7,10.7,5493.85153045646,42.4907873989701,6377.6211077224,74.6682926829268,-0.102175934295454,10283860.0,,Czechia,Europe
Czechia,CZE,2000,100,47012346104.3757,8.9,10.6,5703.81673910731,47.8222277784723,6062.92152842793,74.9682926829268,-0.280414108078884,10255063.0,16.3,Czechia,Europe
Czechia,CZE,2001,100,51221762755.0515,8.9,10.5,5892.17259549527,48.6218413983162,6669.07494847497,75.1731707317073,-0.375719704335905,10216605.0,16.2,Czechia,Europe
Czechia,CZE,2002,100,61848587295.9147,9.1,10.6,5894.2331191117,44.7797457982463,8101.26018588111,75.2219512195122,-0.192901617564167,10196916.0,15.4,Czechia,Europe
Czechia,CZE,2003,100,75476311508.3877,9.2,10.9,6074.84914162236,46.5673230629568,9852.45677945801,75.1707317073171,-0.028620590719166,10193998.0,17,Czechia,Europe
Czechia,CZE,2004,100,89345884973.0944,9.6,10.5,6230.3982278885,56.8994781682745,11782.5546676117,75.7219512195122,0.0304348483027166,10197101.0,16.3,Czechia,Europe
Czechia,CZE,2005,100,103364961829.444,10.0,10.6,6357.42109460812,61.7588664473362,13442.4916284309,75.9243902439025,0.138325980046718,10211216.0,15.8,Czechia,Europe
Czechia,CZE,2006,100,115799816743.103,10.3,10.2,6528.53015044089,64.8869825723489,15259.0788162004,76.5243902439024,0.270795629232185,10238905.0,14.5,Czechia,Europe
Czechia,CZE,2007,100,140762288150.078,11.1,10.2,6518.21741269978,66.150542351883,18452.6532812196,76.7243902439025,0.583542205385113,10298828.0,14.1,Czechia,Europe
Czechia,CZE,2008,100,174709043550.127,11.5,10.1,6489.12625740243,63.0342206340259,22774.7045076205,76.9756097560976,0.829412602993033,10384603.0,14.2,Czechia,Europe
Czechia,CZE,2009,100,149550940807.201,11.3,10.3,6139.35206037264,58.4757844686548,19817.4215836554,77.0780487804878,0.569729451418061,10443936.0,15,Czechia,Europe
Czechia,CZE,2010,100,149077369897.629,11.2,10.2,6348.42439812839,64.8915980155479,20160.4355077059,77.4243902439025,0.29136167418042,10474410.0,15,Czechia,Europe
Czechia,CZE,2011,100,162137266361.661,10.4,10.2,6298.72767835026,70.2506376126123,22049.1080788682,77.8731707317073,0.206747667335417,10496088.0,16.1,Czechia,Europe
Czechia,CZE,2012,100,150665211104.78,10.3,10.3,6304.57192302954,75.1048104767256,20014.0354015165,78.0756097560976,0.139925655740972,10510785.0,16.7,Czechia,Europe
Czechia,CZE,2013,100,152581638532.76,10.2,10.4,6284.79080624888,75.5803954463061,20260.4954999375,78.1756097560976,0.0331699460503076,10514272.0,15.7,Czechia,Europe
Czechia,CZE,2014,100,150353073460.046,10.4,10.0,6258.89103703659,81.3510352122697,20038.4163180257,78.8243902439024,0.105277581527518,10525347.0,14.8,Czechia,Europe
Czechia,CZE,2015,100,136079681226.172,10.5,10.5,,80.0125671431762,17931.5987670768,78.5780487804878,0.196588748472653,10546059.0,13.6,Czechia,Europe
Czechia,CZE,2016,100,142430342845.502,10.7,10.2,,78.108333006403,18753.9686718096,79.0268292682927,0.192048415842684,10566332.0,13,Czechia,Europe
Czechia,CZE,2017,100,162256488954.818,10.8,10.5,,77.6844326231276,20913.197632212,78.9780487804878,0.265642663548985,10594438.0,13.9,Czechia,Europe
Czechia,CZE,2018,100,185505006613.072,10.7,10.6,,75.6097814865591,23705.9329811299,79.0292682926829,0.334427262299794,10629928.0,13.6,Czechia,Europe
Czechia,CZE,2019,100,186455233903.003,10.5,10.5,,72.1248511386482,24062.7190013343,79.2292682926829,0.393788864202175,10671870.0,12.2,Czechia,Europe
Czechia,CZE,2020,100,180197235303.564,10.3,12.1,,67.7609732344735,23472.8915454417,78.1756097560976,0.243222682211879,10697858.0,,Czechia,Europe
Czechia,CZE,2021,100,208474258824.519,10.6,13.3,,70.550045142844,27696.4619527544,77.2219512195122,-1.81187141002542,10505772.0,,Czechia,Europe
Czechia,CZE,2022,100,98835105988.88312,9.5,11.3,,72.4094281428088,28282.2236715857,79.0292682926829,1.5709725672011,10672118.0,,Czechia,Europe
Czechia,CZE,2023,,52635453222.26802,21.1,8.266200000000001,,68.9733370768244,31591.1770732969,71.09363414634146,1.78238907045946,10864042.0,,Czechia,Europe
Denmark,DNK,1960,,3669976887.1658325,16.6,9.5,1089.61409973747,35.71017009450473,1389.0213943225,72.1765853658537,1.7180704915884342,4579603.0,,Denmark,Europe
Denmark,DNK,1961,,13201023178.21518,16.6,9.4,1192.40529550249,28.153552548265584,1530.53779004389,72.4382926829268,0.698142052204406,4611687.0,,Denmark,Europe
Denmark,DNK,1962,,4471368817.265562,16.7,9.8,1355.93161990797,26.0451768101631,1711.2181376602,72.319756097561,0.778454921649097,4647727.0,,Denmark,Europe
Denmark,DNK,1963,,6407901410.542903,17.6,9.8,1497.92410389791,23.03541045025244,1807.25279179793,72.4004878048781,0.787727452841454,4684483.0,,Denmark,Europe
Denmark,DNK,1964,,15866906804.513615,17.7,9.9,1624.49873699512,17.330402002865945,2049.39724281483,72.4851219512195,0.799212891013953,4722072.0,,Denmark,Europe
Denmark,DNK,1965,,18572749284.182796,18.0,10.1,1818.65479641573,33.19103553696678,2284.22850484956,72.3707317073171,0.779239735049149,4759012.0,,Denmark,Europe
Denmark,DNK,1966,,11400881994.905489,18.4,10.3,1984.41608035718,28.0413734051019,2487.13627144432,72.4441463414634,0.803006033242491,4797381.0,,Denmark,Europe
Denmark,DNK,1967,,14508540243.016027,16.8,9.9,2128.48945496028,26.7370196968531,2700.74637883336,72.9221951219512,0.788419835109815,4835354.0,,Denmark,Europe
Denmark,DNK,1968,,21748865785.009266,15.3,9.7,2339.21350215411,26.9716693569468,2776.13544525805,73.1214634146341,0.608832365935992,4864883.0,,Denmark,Europe
Denmark,DNK,1969,,3569875056.458468,14.6,9.8,2620.4756472998,26.7175028978451,3151.13324311543,73.2209756097561,0.552993324651806,4891860.0,,Denmark,Europe
Denmark,DNK,1970,,14496156817.2197,14.4,9.8,2893.22439714516,27.1510308678265,3464.45518278408,73.3434146341463,0.751422718375473,4928757.0,,Denmark,Europe
Denmark,DNK,1971,,16140779840.3846,15.2,9.8,3059.36218423631,26.8238835370671,3845.59906810072,73.4146341463415,0.694895770618858,4963126.0,,Denmark,Europe
Denmark,DNK,1972,,19681006136.6085,15.1,10.1,3346.82534403826,26.4082987283736,4653.95587889115,73.4390243902439,0.571991415170235,4991596.0,,Denmark,Europe
Denmark,DNK,1973,,26565974899.4361,14.3,10.1,3428.21117510023,27.9844988989324,6116.89199229142,73.6821951219512,0.604488383151481,5021861.0,,Denmark,Europe
Denmark,DNK,1974,,28984032571.0247,14.1,10.2,3245.99324876216,30.6875158494064,6763.86592918646,73.8082926829268,0.465594010478141,5045297.0,,Denmark,Europe
Denmark,DNK,1975,,34455711528.7516,14.2,10.1,3414.5200007431,29.4105199812041,7988.15613263518,74.0751219512195,0.28826879589183,5059862.0,,Denmark,Europe
Denmark,DNK,1976,,38323165558.3764,12.9,10.6,3793.71824604207,28.2837186158052,8773.3396162771,73.739756097561,0.251350791765536,5072596.0,,Denmark,Europe
Denmark,DNK,1977,,42963480934.8914,12.2,9.9,3999.67062460855,28.39904461805,9769.57864283968,74.6324390243903,0.311445515827576,5088419.0,,Denmark,Europe
Denmark,DNK,1978,,52315063941.0846,12.2,10.4,4314.44553634541,27.4375897746678,11817.6250875179,74.3929268292683,0.310596092763269,5104248.0,,Denmark,Europe
Denmark,DNK,1979,,60337138845.1574,11.6,10.7,4541.90030059797,29.2218710286757,13757.2343740839,74.2192682926829,0.245630488836795,5116801.0,,Denmark,Europe
Denmark,DNK,1980,,59556763767.6351,11.2,10.9,4599.23400755061,32.6480090647881,13822.1578405912,74.1017073170732,0.121603620045595,5123027.0,,Denmark,Europe
Denmark,DNK,1981,,50703338387.8656,10.4,11.0,4589.9969774905,36.3209776274482,12000.2103769191,74.2304878048781,-0.0284052115613932,5121572.0,,Denmark,Europe
Denmark,DNK,1982,,49251921135.1729,10.3,10.8,4678.95447466788,36.0698679069082,11740.2199128271,74.5512195121951,-0.0734810004992979,5117810.0,,Denmark,Europe
Denmark,DNK,1983,,49538370563.7216,9.9,11.2,4739.65434545549,36.1080553606549,11796.5691955784,74.4204878048781,-0.0686662119157628,5114297.0,,Denmark,Europe
Denmark,DNK,1984,,48187122702.8703,10.1,11.2,4979.63561055705,36.4384171304115,11516.6821578436,74.5621951219512,-0.0523767271552282,5111619.0,,Denmark,Europe
Denmark,DNK,1985,,51042349011.1673,10.5,11.4,5351.12504842393,36.5513885732837,12212.7873997293,74.4275609756098,0.0405268892260381,5113691.0,,Denmark,Europe
Denmark,DNK,1986,,72639969616.5703,10.8,11.3,5618.55462731035,32.4206257306695,17136.6297376226,74.579756097561,0.133727781435023,5120534.0,,Denmark,Europe
Denmark,DNK,1987,,90165447603.872,11.0,11.3,5794.3945649562,31.7708588572847,21295.6768566078,74.6912195121951,0.126664340279044,5127024.0,,Denmark,Europe
Denmark,DNK,1988,,94193030612.841,11.5,11.5,5858.05756332566,33.6193950323058,22524.5792595476,74.7717073170732,0.0485933862498549,5129516.0,,Denmark,Europe
Denmark,DNK,1989,,90515054607.9717,12.0,11.6,5853.96000540857,35.4505531593966,21882.1517463842,74.799756097561,0.0599876651546732,5132594.0,,Denmark,Europe
Denmark,DNK,1990,100,110779333306.201,12.3,11.9,5944.82836695787,36.4309412098196,26885.6994188191,74.8053658536585,0.162456320242469,5140939.0,,Denmark,Europe
Denmark,DNK,1991,100,110996103766.807,12.5,11.6,6217.33551300293,37.6944386994211,27002.8057705804,75.1578048780488,0.259518212115074,5154298.0,,Denmark,Europe
Denmark,DNK,1992,100,122698495115.11,13.1,11.8,6236.25847696065,36.9421011016129,29579.4913648682,75.1941463414634,0.330671401713551,5171370.0,,Denmark,Europe
Denmark,DNK,1993,100,115053694882.435,13.0,12.1,6306.86956166447,36.5877579558777,27581.7241097459,75.1168292682927,0.333166395661953,5188628.0,,Denmark,Europe
Denmark,DNK,1994,100,126449184774.812,13.4,11.7,6539.53570564214,36.8859843352178,29967.8303903163,75.3751219512195,0.337707376243322,5206180.0,,Denmark,Europe
Denmark,DNK,1995,100,150679157168.244,13.3,12.1,6424.53729172371,36.6433305842217,35321.0980773087,75.2126829268293,0.520962181078711,5233373.0,,Denmark,Europe
Denmark,DNK,1996,100,152675560467.1,12.9,11.6,6646.68594817401,37.0972755027358,35621.9878051732,75.5914634146342,0.565926341934592,5263074.0,,Denmark,Europe
Denmark,DNK,1997,100,141067814046.465,12.8,11.3,6607.20141245274,37.8274440412224,32779.879045297,75.9451219512195,0.415564969331455,5284991.0,,Denmark,Europe
Denmark,DNK,1998,100,144980619721.468,12.5,11.0,6504.25632878281,37.2107081900933,33346.4884298957,76.1390243902439,0.363162523600756,5304219.0,,Denmark,Europe
Denmark,DNK,1999,100,145744028837.716,12.4,11.1,6508.51338053166,39.3655724189585,33426.2381077405,76.3414634146341,0.330886246186545,5321799.0,,Denmark,Europe
Denmark,DNK,2000,100,131688969670.51,12.6,10.9,6482.48862839575,44.8786835833686,30722.0251837567,76.5926829268293,0.334233618829261,5339616.0,15.6,Denmark,Europe
Denmark,DNK,2001,100,133220354351.264,12.2,10.9,6490.09299312922,45.5295862400865,30768.4775471112,76.7926829268293,0.358315678955486,5358783.0,15.8,Denmark,Europe
Denmark,DNK,2002,100,144267928718.227,11.9,10.9,6533.75201430227,45.6653553506862,33257.1622586509,76.8951219512195,0.319487125340996,5375931.0,14.9,Denmark,Europe
Denmark,DNK,2003,100,176195503865.872,12.0,10.7,6602.63637972505,43.7731471646248,40519.0974905924,77.1439024390244,0.272010444031566,5390574.0,13.6,Denmark,Europe
Denmark,DNK,2004,100,205483311887.123,12.0,10.3,6615.56995871791,43.821544808921,46625.050098011,77.4926829268293,0.258432282052875,5404523.0,14.2,Denmark,Europe
Denmark,DNK,2005,100,218041440805.601,11.9,10.1,6659.00042661297,47.3751212346545,48925.8076698784,77.8439024390244,0.275481733409308,5419432.0,14.8,Denmark,Europe
Denmark,DNK,2006,100,234958421726.456,12.0,10.2,6824.74593877224,50.6843661293202,52119.1787984282,78.0951219512195,0.328645158919929,5437272.0,14.7,Denmark,Europe
